GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0006114,glycerol biosynthetic process,Q2T9S4(Evidence code:ISS/Database source:UniProtKB:Q8CHP8),PGP,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0003148,outflow tract septum morphogenesis,A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens),SEMA3C,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0090403,oxidative stress-induced premature senescence,P49259(Evidence code:ISS/Database source:UniProtKB:Q13018),PLA2R1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0016290,palmitoyl-CoA hydrolase activity,P45478(Evidence code:IDA/Database source:),PPT1,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0004854,xanthine dehydrogenase activity,E1BBX5(Evidence code:IBA/Database source:PANTHER:PTN000225632),AOX2,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0004528,phosphodiesterase I activity,A1A4K5(Evidence code:IEA/Database source:InterPro:IPR029881),ENPP2,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0016266,O-glycan processing,F1N283(Evidence code:IEA/Database source:UniProtKB:Q3U4G3|ens),XXYLT1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0010986,positive regulation of lipoprotein particle clearance,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0051005,negative regulation of lipoprotein lipase activity,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0060174,limb bud formation,A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens),SEMA3C,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0001657,ureteric bud development,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0008240,tripeptidyl-peptidase activity,Q0V8B6(Evidence code:ISS/Database source:UniProtKB:O14773),TPP1,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0030200,heparan sulfate proteoglycan catabolic process,Q9MYY0(Evidence code:ISS/Database source:UniProtKB:Q9Y251),HPSE,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0016807,cysteine-type carboxypeptidase activity,P25975(Evidence code:IEA/Database source:UniProtKB:P06797|ens),CTSL,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0071603,endothelial cell-cell adhesion,Q3SWW8(Evidence code:IEA/Database source:UniProtKB:P35443|ens),THBS4,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0019966,interleukin-1 binding,F1ML75(Evidence code:IEA/Database source:UniProtKB:P13504|ens),IL1R1,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0045657,positive regulation of monocyte differentiation,A6QL48(Evidence code:IEA/Database source:UniProtKB:Q6ZMJ4|ens),IL34,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0010756,positive regulation of plasminogen activation,E1BG25(Evidence code:IEA/Database source:UniProtKB:P08582|ens),MELTF,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0022011,myelination in peripheral nervous system,F1MJV6(Evidence code:IEA/Database source:UniProtKB:Q6F3F9|ens),ADGRG6,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:1903077,negative regulation of protein localization to plasma membrane,F1MMI6(Evidence code:IEA/Database source:UniProtKB:Q8TF66|ens),LRRC15,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0090197,positive regulation of chemokine secretion,Q95M17(Evidence code:ISS/Database source:UniProtKB:Q9BZP6),CHIA,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0036477,somatodendritic compartment,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,CC,1,1 of 2,0.58,50,0.01598,0.04245
GO:0008430,selenium binding,P49907(Evidence code:IEA/Database source:InterPro:IPR037941),SELENOP,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0048011,neurotrophin TRK receptor signaling pathway,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0090110,cargo loading into COPII-coated vesicle,Q0VC16(Evidence code:ISS/Database source:UniProtKB:Q5JRA6),MIA3,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0002084,protein depalmitoylation,P45478(Evidence code:IEA/Database source:InterPro:IPR030294),PPT1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0048227,plasma membrane to endosome transport,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:2000050,regulation of non-canonical Wnt signaling pathway,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:P51654|ens),GPC3,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0070700,BMP receptor binding,P22444(Evidence code:IEA/Database source:UniProtKB:P12645|ens),BMP3,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0035497,cAMP response element binding,Q0VC23(Evidence code:IEA/Database source:InterPro:IPR029801),ATF6,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0036374,glutathione hydrolase activity,F1MYJ3(Evidence code:IEA/Database source:InterPro:IPR000101),GGT5,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:2000391,positive regulation of neutrophil extravasation,F1ML75(Evidence code:IEA/Database source:UniProtKB:P13504|ens),IL1R1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:2001028,positive regulation of endothelial cell chemotaxis,Q769I5(Evidence code:ISS/Database source:UniProtKB:P08581),MET,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator",P49259(Evidence code:ISS/Database source:UniProtKB:Q13018),PLA2R1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0004784,superoxide dismutase activity,A3KLR9(Evidence code:IEA/Database source:InterPro:IPR018152),ECSOD,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0003828,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity",Q6ZXD2(Evidence code:IEA/Database source:EC:2.4.99.8),ST8SIA1,MF,1,1 of 2,0.58,50,0.01598,0.04245
GO:0071712,ER-associated misfolded protein catabolic process,Q3T083(Evidence code:IBA/Database source:PANTHER:PTN000006098),SDF2L1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0045110,intermediate filament bundle assembly,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens),NEFH,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,A6QPT7(Evidence code:IEA/Database source:InterPro:IPR033528),ERAP2,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0090238,positive regulation of arachidonic acid secretion,P49259(Evidence code:ISS/Database source:UniProtKB:Q62028),PLA2R1,BP,1,1 of 2,0.58,50,0.01598,0.04245
GO:0031225,anchored component of membrane,Q5E9X0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336)Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336), GFRA2 GPC3,CC,2,2 of 34,1.16,5.88,0.01609,0.04262
GO:0006897,endocytosis,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q6PHU5|ens)P49259(Evidence code:IEA/Database source:UniProtKB-KW:KW-0254)P01131(Evidence code:IEA/Database source:UniProtKB-KW:KW-0254), SORT1 PLA2R1 LDLR,BP,3,3 of 96,1.73,3.12,0.01665,0.04396
GO:0004888,transmembrane signaling receptor activity,A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens)F1MJV6(Evidence code:IEA/Database source:InterPro:IPR017981)E1BEC6(Evidence code:IEA/Database source:InterPro:IPR017981)P49259(Evidence code:IBA/Database source:PANTHER:PTN000177070), SEMA4D ADGRG6 ADGRF1 PLA2R1,MF,4,4 of 178,2.31,2.25,0.0175,0.04608
GO:0043547,positive regulation of GTPase activity,O19116(Evidence code:IMP/Database source:)A5D7C8(Evidence code:IEA/Database source:UniProtKB:O09126|ens), SFRP1 SEMA4D,BP,2,2 of 36,1.16,5.56,0.01783,0.04682
GO:0030335,positive regulation of cell migration,A5D7C8(Evidence code:IEA/Database source:UniProtKB:O09126|ens)F1MMI6(Evidence code:IEA/Database source:UniProtKB:Q8TF66|ens)F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens), SEMA4D LRRC15 RET,BP,3,3 of 100,1.73,3,0.01847,0.04782
GO:0043231,intracellular membrane-bounded organelle,F1MS00(Evidence code:IEA/Database source:UniProtKB:A0A024R7T2)F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens)Q17QK3(Evidence code:IEA/Database source:UniProtKB:A0A024R9B8), RET PTPRK CPQ,CC,3,3 of 1927,1.73,0.16,0.01993,0.04782
GO:0035988,chondrocyte proliferation,O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens),CTGF,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0035987,endodermal cell differentiation,E1BI98(Evidence code:IEA/Database source:UniProtKB:P12109|ens),COL6A1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0052595,aliphatic-amine oxidase activity,Q9TTK6(Evidence code:IEA/Database source:EC:1.4.3.21),AOC3,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0030151,molybdenum ion binding,Q3MHX0(Evidence code:IEA/Database source:InterPro:IPR005066),SUOX,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0008474,palmitoyl-(protein) hydrolase activity,P45478(Evidence code:IEA/Database source:InterPro:IPR030294),PPT1,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,Q3T083(Evidence code:IBA/Database source:PANTHER:PTN000006098),SDF2L1,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0060976,coronary vasculature development,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0008603,cAMP-dependent protein kinase regulator activity,P00514(Evidence code:IEA/Database source:InterPro:IPR012198),PRKAR1A,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0042813,Wnt-activated receptor activity,O19116(Evidence code:IBA/Database source:PANTHER:PTN000139394),SFRP1,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:2000020,positive regulation of male gonad development,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0060038,cardiac muscle cell proliferation,P00514(Evidence code:IEA/Database source:UniProtKB:Q9DBC7|ens),PRKAR1A,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0090128,regulation of synapse maturation,F1MD95(Evidence code:IEA/Database source:UniProtKB:Q9EPL2|ens),CLSTN1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0098599,palmitoyl hydrolase activity,P45478(Evidence code:IEA/Database source:InterPro:IPR002472),PPT1,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0051451,myoblast migration,Q3SWW8(Evidence code:IEA/Database source:UniProtKB:P35443|ens),THBS4,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0052596,phenethylamine:oxygen oxidoreductase (deaminating) activity,Q9TTK6(Evidence code:IEA/Database source:EC:1.4.3.21),AOC3,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0060056,mammary gland involution,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0043030,regulation of macrophage activation,Q1JPE3(Evidence code:IEA/Database source:UniProtKB:Q9D5J6|ens),CARKL,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0006656,phosphatidylcholine biosynthetic process,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens),LCAT,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0001502,cartilage condensation,O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens),CTGF,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,A7E335(Evidence code:IEA/Database source:InterPro:IPR030721),CDH16,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0060628,regulation of ER to Golgi vesicle-mediated transport,G3MXM5(Evidence code:IEA/Database source:UniProtKB:P54826|ens),GAS1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0006689,ganglioside catabolic process,E1BI28(Evidence code:IEA/Database source:InterPro:IPR028996),GM2A,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0048407,platelet-derived growth factor binding,E1BI98(Evidence code:IEA/Database source:UniProtKB:P12109|ens),COL6A1,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0060355,positive regulation of cell adhesion molecule production,A6QP79(Evidence code:IEA/Database source:UniProtKB:Q5KU26|ens),COLEC12,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0060052,neurofilament cytoskeleton organization,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens),NEFH,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0000052,citrulline metabolic process,P56965(Evidence code:IEA/Database source:InterPro:IPR033197),DDAH1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0090435,protein localization to nuclear envelope,A5PKH0(Evidence code:IEA/Database source:UniProtKB:Q8NFQ8|ens),TOR1AIP2,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0048302,regulation of isotype switching to IgG isotypes,A5D7S4(Evidence code:IEA/Database source:UniProtKB:O70394|ens),IL27RA,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0042159,lipoprotein catabolic process,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0052594,aminoacetone:oxygen oxidoreductase(deaminating) activity,Q9TTK6(Evidence code:IEA/Database source:EC:1.4.3.21),AOC3,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0044342,type B pancreatic cell proliferation,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0005883,neurofilament,F1MSQ6(Evidence code:IEA/Database source:InterPro:IPR033183),NEFH,CC,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0035970,peptidyl-threonine dephosphorylation,O62830(Evidence code:IEA/Database source:UniProtKB:O75688|ens),PPM1B,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0048013,ephrin receptor signaling pathway,F1N780(Evidence code:IEA/Database source:UniProtKB:Q15375|ens),EPHA7,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0071953,elastic fiber,Q28019(Evidence code:IDA/Database source:),LTBP2,CC,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0042551,neuron maturation,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0004622,lysophospholipase activity,A1A4K5(Evidence code:IEA/Database source:InterPro:IPR029881),ENPP2,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0052593,tryptamine:oxygen oxidoreductase (deaminating) activity,Q9TTK6(Evidence code:IEA/Database source:EC:1.4.3.21),AOC3,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0038180,nerve growth factor signaling pathway,E1BKZ9(Evidence code:IEA/Database source:GO:0010465),SORT1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0006910,"phagocytosis, recognition",A6QP79(Evidence code:ISS/Database source:UniProtKB:Q5KU26),COLEC12,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0070208,protein heterotrimerization,E1BI98(Evidence code:IEA/Database source:UniProtKB:P12109|ens),COL6A1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0045821,positive regulation of glycolytic process,E1BPW0(Evidence code:ISS/Database source:UniProtKB:Q9WUZ9),ENTPD5,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0097421,liver regeneration,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0006809,nitric oxide biosynthetic process,P56965(Evidence code:IDA/Database source:),DDAH1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0043116,negative regulation of vascular permeability,P56965(Evidence code:IEA/Database source:UniProtKB:O94760|ens),DDAH1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0033268,node of Ranvier,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,CC,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0048266,behavioral response to pain,Q3SWW8(Evidence code:ISS/Database source:UniProtKB:Q9Z1T2),THBS4,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:1900025,negative regulation of substrate adhesion-dependent cell spreading,E1BG25(Evidence code:IEA/Database source:UniProtKB:P08582|ens),MELTF,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0006751,glutathione catabolic process,F1MYJ3(Evidence code:IEA/Database source:InterPro:IPR000101),GGT5,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0072111,cell proliferation involved in kidney development,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0017147,Wnt-protein binding,O19116(Evidence code:IBA/Database source:PANTHER:PTN000139394),SFRP1,MF,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0001867,"complement activation, lectin pathway",I2E4T6(Evidence code:IEA/Database source:InterPro:IPR037571),MASP2,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0002827,positive regulation of T-helper 1 type immune response,A5D7S4(Evidence code:IEA/Database source:UniProtKB:O70394|ens),IL27RA,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0033630,positive regulation of cell adhesion mediated by integrin,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0006527,arginine catabolic process,P56965(Evidence code:IEA/Database source:InterPro:IPR033197),DDAH1,BP,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0070971,endoplasmic reticulum exit site,Q0VC16(Evidence code:ISS/Database source:UniProtKB:Q5JRA6),MIA3,CC,1,1 of 3,0.58,33.33,0.02125,0.04782
GO:0005524,ATP binding,Q769I5(Evidence code:IEA/Database source:InterPro:IPR000719|I)P00570(Evidence code:IEA/Database source:InterPro:IPR000850|I)F1N780(Evidence code:IEA/Database source:InterPro:IPR000719|I)Q27965(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067)Q9XSC6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067)F1MS00(Evidence code:IEA/Database source:InterPro:IPR000719|I), MET AK1 EPHA7 HSPA1B CKM RET,MF,6,6 of 403,3.47,1.49,0.02494,0.05248
GO:0004930,G-protein coupled receptor activity,O19116(Evidence code:IBA/Database source:PANTHER:PTN000139394)E1BEC6(Evidence code:IEA/Database source:InterPro:IPR000832|I)F1MJV6(Evidence code:IEA/Database source:InterPro:IPR000832|I), SFRP1 ADGRF1 ADGRG6,MF,3,3 of 110,1.73,2.73,0.02351,0.05248
GO:0035116,embryonic hindlimb morphogenesis,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0035329,hippo signaling,E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens),DCHS1,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0048168,regulation of neuronal synaptic plasticity,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0050884,neuromuscular process controlling posture,Q9MYM4(Evidence code:IEA/Database source:UniProtKB:P70699|ens),GAA,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0034362,low-density lipoprotein particle,P01131(Evidence code:IEA/Database source:UniProtKB-KW:KW-0427),LDLR,CC,1,1 of 4,0.58,25,0.0265,0.05248
GO:0014850,response to muscle activity,G3X6G7(Evidence code:IEA/Database source:InterPro:IPR039224),METRNL,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0021675,nerve development,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0008131,primary amine oxidase activity,Q9TTK6(Evidence code:IEA/Database source:InterPro:IPR000269|I),AOC3,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0008045,motor neuron axon guidance,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0005952,cAMP-dependent protein kinase complex,P00514(Evidence code:IEA/Database source:InterPro:IPR012198),PRKAR1A,CC,1,1 of 4,0.58,25,0.0265,0.05248
GO:0019262,N-acetylneuraminate catabolic process,A7MBC0(Evidence code:IEA/Database source:UniPathway:UPA00629),AMDHD2,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0002532,production of molecular mediator involved in inflammatory response,Q95M17(Evidence code:ISS/Database source:UniProtKB:Q9BZP6),CHIA,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0006030,chitin metabolic process,Q95M17(Evidence code:IEA/Database source:InterPro:IPR002557|I),CHIA,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0035567,non-canonical Wnt signaling pathway,O19116(Evidence code:IBA/Database source:PANTHER:PTN000139394),SFRP1,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0042953,lipoprotein transport,Q0VC16(Evidence code:ISS/Database source:UniProtKB:Q5JRA6),MIA3,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0006032,chitin catabolic process,Q95M17(Evidence code:ISS/Database source:UniProtKB:Q9BZP6),CHIA,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0034663,endoplasmic reticulum chaperone complex,Q3T083(Evidence code:IEA/Database source:UniProtKB:Q9ESP1|ens),SDF2L1,CC,1,1 of 4,0.58,25,0.0265,0.05248
GO:0045651,positive regulation of macrophage differentiation,A6QL48(Evidence code:IEA/Database source:UniProtKB:Q6ZMJ4|ens),IL34,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0004111,creatine kinase activity,Q9XSC6(Evidence code:IEA/Database source:EC:2.7.3.2),CKM,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0048185,activin binding,P50291(Evidence code:IEA/Database source:UniProtKB:P19883|ens),FST,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0034375,high-density lipoprotein particle remodeling,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens),LCAT,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0002063,chondrocyte development,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0048706,embryonic skeletal system development,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0001838,embryonic epithelial tube formation,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0006895,Golgi to endosome transport,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0003151,outflow tract morphogenesis,A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens),SEMA3C,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0004568,chitinase activity,Q95M17(Evidence code:IEA/Database source:EC:3.2.1.14),CHIA,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0048484,enteric nervous system development,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0048265,response to pain,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0015020,glucuronosyltransferase activity,Q5EA01(Evidence code:ISS/Database source:UniProtKB:O43505),B4GAT1 ,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0060347,heart trabecula formation,F1MJV6(Evidence code:IEA/Database source:UniProtKB:Q6F3F9|ens),ADGRG6,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0070486,leukocyte aggregation,A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens),SEMA4D,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0060055,angiogenesis involved in wound healing,Q9MYY0(Evidence code:IBA/Database source:PANTHER:PTN000372531),HPSE,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0070508,cholesterol import,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens),LDLR,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0050918,positive chemotaxis,Q769I5(Evidence code:ISS/Database source:UniProtKB:P08581),MET,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0030517,negative regulation of axon extension,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0051901,positive regulation of mitochondrial depolarization,P21793(Evidence code:IEA/Database source:UniProtKB:P07585|ens),DCN,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0042246,tissue regeneration,Q17QK3(Evidence code:ISS/Database source:UniProtKB:Q6IRK9),CPQ,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0034383,low-density lipoprotein particle clearance,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens),LDLR,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0031639,plasminogen activation,Q2KJ63(Evidence code:IEA/Database source:UniProtKB:P03952|ens),KLKB1,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:2000480,negative regulation of cAMP-dependent protein kinase activity,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0009948,anterior/posterior axis specification,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0005775,vacuolar lumen,Q1ZYR0(Evidence code:IEA/Database source:UniProtKB:Q3UMW8|ens),CLN5,CC,1,1 of 4,0.58,25,0.0265,0.05248
GO:0007616,long-term memory,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens),LDLR,BP,1,1 of 4,0.58,25,0.0265,0.05248
